train_id,source_station,destination_station,train_capacity,booked_seats,available_seats,waiting_list_count,day_type,festival_flag,travel_date,crowd_level
TR1030,Chennai,Tirunelveli,1200,785,415,46,Weekend,No,2024-04-13,medium
TR1026,Chennai,Erode,1200,985,215,48,Weekend,No,2025-02-09,high
TR1039,Coimbatore,Erode,1000,673,327,57,Weekday,No,2025-02-03,medium
TR1067,Madurai,Chennai,800,420,380,50,Weekend,No,2024-09-28,medium
TR1011,Tirunelveli,Bangalore,1200,650,550,15,Weekday,No,2024-08-14,medium
TR1039,Coimbatore,Erode,1000,624,376,28,Weekday,No,2025-08-29,medium
TR1001,Hyderabad,Madurai,1200,1200,0,205,Weekday,No,2024-12-02,high
TR1006,Erode,Bangalore,1200,1072,128,122,Weekday,No,2025-08-13,high
TR1009,Trichy,Madurai,1200,729,471,22,Weekday,No,2025-12-05,medium
TR1013,Bangalore,Chennai,1200,876,324,109,Weekday,No,2024-08-19,medium
TR1010,Hyderabad,Bangalore,1200,791,409,39,Weekday,No,2024-05-28,medium
TR1024,Hyderabad,Salem,1200,995,205,58,Weekday,No,2025-11-27,high
TR1066,Hyderabad,Chennai,800,392,408,52,Weekday,No,2025-04-09,medium
TR1047,Erode,Trichy,1000,536,464,44,Weekday,No,2024-07-31,medium
TR1002,Coimbatore,Trichy,1200,1023,177,102,Weekend,No,2025-03-30,high
TR1036,Erode,Chennai,1000,452,548,25,Weekend,Yes,2025-01-11,medium
TR1064,Madurai,Hyderabad,800,333,467,2,Weekday,No,2025-10-23,medium
TR1032,Bangalore,Tirunelveli,1000,663,337,6,Weekend,No,2024-07-06,medium
TR1030,Chennai,Tirunelveli,1200,912,288,114,Weekday,No,2025-12-25,high
TR1002,Coimbatore,Trichy,1200,834,366,3,Weekend,Yes,2025-11-15,medium
TR1042,Coimbatore,Salem,1000,598,402,50,Weekend,Yes,2024-05-12,medium
TR1027,Bangalore,Salem,1200,927,273,32,Weekday,No,2024-04-30,high
TR1008,Salem,Bangalore,1200,767,433,32,Weekday,No,2025-01-24,medium
TR1063,Bangalore,Erode,800,442,358,43,Weekday,No,2024-02-02,medium
TR1026,Chennai,Erode,1200,837,363,59,Weekday,No,2024-08-06,medium
TR1032,Bangalore,Tirunelveli,1000,798,202,51,Weekday,No,2024-11-14,high
TR1019,Chennai,Madurai,1200,846,354,111,Weekday,No,2025-12-09,medium
TR1072,Trichy,Hyderabad,600,218,382,27,Weekday,No,2025-12-26,low
TR1023,Hyderabad,Coimbatore,1200,913,287,105,Weekend,No,2024-04-20,high
TR1004,Tirunelveli,Trichy,1200,855,345,21,Weekday,No,2025-10-13,medium
TR1019,Chennai,Madurai,1200,847,353,39,Weekday,No,2024-03-07,medium
TR1013,Bangalore,Chennai,1200,863,337,78,Weekday,No,2025-07-01,medium
TR1029,Madurai,Trichy,1200,817,383,42,Weekday,No,2025-09-10,medium
TR1040,Tirunelveli,Madurai,1000,697,303,48,Weekday,No,2025-10-13,medium
TR1020,Coimbatore,Madurai,1200,922,278,49,Weekday,Yes,2024-06-12,high
TR1041,Coimbatore,Tirunelveli,1000,569,431,37,Weekday,No,2025-10-15,medium
TR1063,Bangalore,Erode,800,436,364,37,Weekday,No,2024-03-25,medium
TR1002,Coimbatore,Trichy,1200,1163,37,217,Weekday,No,2025-01-14,high
TR1031,Madurai,Coimbatore,1200,751,449,7,Weekday,No,2024-12-09,medium
TR1010,Hyderabad,Bangalore,1200,920,280,11,Weekend,No,2024-08-18,high
TR1029,Madurai,Trichy,1200,812,388,34,Weekday,Yes,2024-01-17,medium
TR1040,Tirunelveli,Madurai,1000,624,376,0,Weekday,No,2025-07-18,medium
TR1002,Coimbatore,Trichy,1200,863,337,31,Weekday,No,2024-09-02,medium
TR1044,Bangalore,Trichy,1000,710,290,65,Weekday,No,2025-04-28,medium
TR1040,Tirunelveli,Madurai,1000,567,433,16,Weekend,Yes,2024-10-26,medium
TR1021,Tirunelveli,Hyderabad,1200,967,233,39,Weekday,No,2024-09-30,high
TR1072,Trichy,Hyderabad,600,196,404,20,Weekday,No,2025-10-09,low
TR1048,Madurai,Tirunelveli,1000,516,484,41,Weekend,No,2024-03-10,medium
TR1026,Chennai,Erode,1200,947,253,50,Weekend,No,2025-06-22,high
TR1070,Madurai,Salem,600,292,308,47,Weekend,No,2025-06-29,medium
TR1030,Chennai,Tirunelveli,1200,851,349,27,Weekday,No,2024-10-04,medium
TR1028,Trichy,Salem,1200,904,296,21,Weekday,No,2024-07-10,high
TR1068,Tirunelveli,Coimbatore,800,358,442,9,Weekday,No,2024-01-04,medium
TR1061,Bangalore,Madurai,800,427,373,55,Weekend,No,2025-11-15,medium
TR1018,Erode,Coimbatore,1200,805,395,16,Weekend,No,2025-11-23,medium
TR1059,Trichy,Bangalore,1000,638,362,1,Weekday,No,2024-06-25,medium
TR1035,Salem,Tirunelveli,1000,605,395,18,Weekday,Yes,2024-01-24,medium
TR1009,Trichy,Madurai,1200,1049,151,163,Weekend,Yes,2024-03-30,high
TR1070,Madurai,Salem,600,230,370,21,Weekday,No,2024-02-19,low
TR1014,Salem,Madurai,1200,870,330,52,Weekend,No,2025-08-30,medium
TR1014,Salem,Madurai,1200,941,259,19,Weekday,Yes,2025-10-13,high
TR1028,Trichy,Salem,1200,833,367,40,Weekday,No,2024-04-22,medium
TR1031,Madurai,Coimbatore,1200,802,398,13,Weekend,No,2025-06-29,medium
TR1014,Salem,Madurai,1200,866,334,20,Weekend,No,2024-05-11,medium
TR1020,Coimbatore,Madurai,1200,954,246,88,Weekday,No,2024-09-25,high
TR1017,Bangalore,Hyderabad,1200,805,395,56,Weekday,No,2025-03-14,medium
TR1017,Bangalore,Hyderabad,1200,856,344,77,Weekday,No,2025-06-10,medium
TR1022,Coimbatore,Hyderabad,1200,832,368,56,Weekday,No,2025-10-01,medium
TR1046,Erode,Hyderabad,1000,667,333,24,Weekday,No,2024-02-02,medium
TR1013,Bangalore,Chennai,1200,897,303,67,Weekday,No,2024-05-23,medium
TR1017,Bangalore,Hyderabad,1200,1042,158,104,Weekday,No,2024-07-24,high
TR1012,Tirunelveli,Erode,1200,891,309,66,Weekday,No,2024-08-14,medium
TR1012,Tirunelveli,Erode,1200,883,317,108,Weekday,No,2025-12-30,medium
TR1014,Salem,Madurai,1200,852,348,79,Weekday,No,2025-07-22,medium
TR1015,Tirunelveli,Salem,1200,742,458,1,Weekday,No,2024-08-22,medium
TR1025,Chennai,Coimbatore,1200,731,469,34,Weekday,No,2025-12-11,medium
TR1013,Bangalore,Chennai,1200,855,345,51,Weekday,No,2024-12-30,medium
TR1023,Hyderabad,Coimbatore,1200,940,260,69,Weekday,No,2025-01-01,high
TR1027,Bangalore,Salem,1200,827,373,33,Weekday,No,2024-11-13,medium
TR1053,Bangalore,Coimbatore,1000,527,473,35,Weekday,No,2024-04-15,medium
TR1058,Chennai,Salem,1000,664,336,51,Weekday,No,2025-11-14,medium
TR1031,Madurai,Coimbatore,1200,979,221,104,Weekday,Yes,2024-01-11,high
TR1010,Hyderabad,Bangalore,1200,1027,173,214,Weekday,No,2024-05-07,high
TR1058,Chennai,Salem,1000,498,502,36,Weekend,No,2024-06-16,medium
TR1008,Salem,Bangalore,1200,859,341,41,Weekday,No,2024-07-23,medium
TR1049,Chennai,Hyderabad,1000,711,289,31,Weekend,No,2024-04-06,medium
TR1030,Chennai,Tirunelveli,1200,854,346,103,Weekend,No,2024-01-14,medium
TR1018,Erode,Coimbatore,1200,843,357,110,Weekend,No,2025-05-10,medium
TR1068,Tirunelveli,Coimbatore,800,423,377,2,Weekday,No,2025-12-09,medium
TR1051,Trichy,Erode,1000,646,354,12,Weekend,No,2024-03-30,medium
TR1038,Chennai,Trichy,1000,583,417,40,Weekend,No,2024-08-04,medium
TR1034,Chennai,Bangalore,1000,678,322,9,Weekend,No,2025-01-05,medium
TR1052,Salem,Trichy,1000,640,360,3,Weekend,No,2025-11-09,medium
TR1040,Tirunelveli,Madurai,1000,536,464,59,Weekday,No,2025-05-22,medium
TR1008,Salem,Bangalore,1200,908,292,20,Weekday,No,2025-07-14,high
TR1055,Hyderabad,Erode,1000,477,523,12,Weekday,No,2025-02-28,medium
TR1004,Tirunelveli,Trichy,1200,888,312,118,Weekday,No,2024-10-31,medium
TR1042,Coimbatore,Salem,1000,584,416,6,Weekend,No,2024-05-26,medium
TR1044,Bangalore,Trichy,1000,636,364,47,Weekday,Yes,2025-09-23,medium
TR1051,Trichy,Erode,1000,540,460,33,Weekend,No,2025-08-10,medium
TR1048,Madurai,Tirunelveli,1000,514,486,32,Weekday,No,2024-01-19,medium
TR1054,Salem,Chennai,1000,570,430,49,Weekday,No,2025-06-06,medium
TR1001,Hyderabad,Madurai,1200,910,290,12,Weekend,No,2024-03-02,high
TR1012,Tirunelveli,Erode,1200,947,253,16,Weekday,No,2025-06-24,high
TR1046,Erode,Hyderabad,1000,688,312,11,Weekday,Yes,2025-08-26,medium
TR1009,Trichy,Madurai,1200,899,301,63,Weekday,No,2024-04-05,medium
TR1060,Erode,Tirunelveli,1000,550,450,57,Weekday,No,2024-11-13,medium
TR1045,Salem,Hyderabad,1000,627,373,4,Weekend,No,2024-03-31,medium
TR1027,Bangalore,Salem,1200,636,564,25,Weekday,No,2025-02-18,medium
TR1022,Coimbatore,Hyderabad,1200,882,318,57,Weekend,No,2025-11-09,medium
TR1060,Erode,Tirunelveli,1000,814,186,31,Weekday,No,2024-02-29,high
TR1009,Trichy,Madurai,1200,895,305,47,Weekday,No,2024-10-17,medium
TR1011,Tirunelveli,Bangalore,1200,895,305,32,Weekday,No,2025-12-12,medium
TR1049,Chennai,Hyderabad,1000,625,375,8,Weekday,No,2024-08-07,medium
TR1059,Trichy,Bangalore,1000,697,303,31,Weekend,No,2024-04-06,medium
TR1003,Coimbatore,Chennai,1200,1076,124,207,Weekday,No,2024-12-23,high
TR1030,Chennai,Tirunelveli,1200,624,576,24,Weekday,No,2025-01-06,medium
TR1057,Trichy,Chennai,1000,611,389,38,Weekday,No,2025-04-29,medium
TR1034,Chennai,Bangalore,1000,866,134,160,Weekend,No,2024-08-17,high
TR1026,Chennai,Erode,1200,890,310,102,Weekend,No,2025-11-29,medium
TR1056,Salem,Coimbatore,1000,473,527,49,Weekday,No,2025-01-15,medium
TR1015,Tirunelveli,Salem,1200,895,305,109,Weekend,Yes,2024-07-28,medium
TR1017,Bangalore,Hyderabad,1200,745,455,48,Weekday,No,2025-12-02,medium
TR1002,Coimbatore,Trichy,1200,1138,62,207,Weekday,No,2025-11-07,high
TR1011,Tirunelveli,Bangalore,1200,815,385,57,Weekday,No,2024-12-30,medium
TR1029,Madurai,Trichy,1200,838,362,44,Weekday,No,2024-01-19,medium
TR1067,Madurai,Chennai,800,322,478,29,Weekday,No,2025-03-12,medium
TR1021,Tirunelveli,Hyderabad,1200,816,384,18,Weekend,No,2025-02-09,medium
TR1004,Tirunelveli,Trichy,1200,1125,75,142,Weekday,No,2024-04-18,high
TR1008,Salem,Bangalore,1200,916,284,101,Weekday,No,2025-04-08,high
TR1016,Hyderabad,Trichy,1200,815,385,45,Weekend,No,2025-09-06,medium
TR1013,Bangalore,Chennai,1200,796,404,31,Weekday,No,2024-03-18,medium
TR1064,Madurai,Hyderabad,800,282,518,4,Weekday,Yes,2025-06-12,low
TR1014,Salem,Madurai,1200,748,452,16,Weekday,No,2024-04-12,medium
TR1039,Coimbatore,Erode,1000,638,362,34,Weekday,Yes,2025-07-01,medium
TR1018,Erode,Coimbatore,1200,963,237,52,Weekend,No,2024-11-02,high
TR1026,Chennai,Erode,1200,777,423,27,Weekday,No,2024-01-05,medium
TR1013,Bangalore,Chennai,1200,1057,143,94,Weekend,No,2025-12-07,high
TR1005,Erode,Salem,1200,913,287,18,Weekday,No,2024-05-01,high
TR1010,Hyderabad,Bangalore,1200,883,317,61,Weekday,No,2025-03-11,medium
TR1007,Hyderabad,Tirunelveli,1200,841,359,58,Weekend,No,2024-05-12,medium
TR1042,Coimbatore,Salem,1000,708,292,95,Weekday,No,2025-11-13,medium
TR1060,Erode,Tirunelveli,1000,734,266,22,Weekday,No,2025-06-23,medium
TR1017,Bangalore,Hyderabad,1200,699,501,29,Weekend,No,2025-08-10,medium
TR1035,Salem,Tirunelveli,1000,633,367,51,Weekday,No,2024-11-11,medium
TR1051,Trichy,Erode,1000,667,333,16,Weekend,Yes,2024-12-07,medium
TR1003,Coimbatore,Chennai,1200,843,357,44,Weekday,No,2025-04-08,medium
TR1052,Salem,Trichy,1000,611,389,5,Weekend,Yes,2025-07-27,medium
TR1007,Hyderabad,Tirunelveli,1200,1061,139,143,Weekday,No,2025-09-11,high
TR1035,Salem,Tirunelveli,1000,667,333,51,Weekend,No,2024-01-14,medium
TR1012,Tirunelveli,Erode,1200,959,241,62,Weekday,No,2025-04-30,high
TR1055,Hyderabad,Erode,1000,707,293,55,Weekday,No,2024-03-20,medium
TR1004,Tirunelveli,Trichy,1200,1169,31,174,Weekday,No,2024-07-29,high
TR1016,Hyderabad,Trichy,1200,862,338,58,Weekday,No,2025-08-29,medium
TR1040,Tirunelveli,Madurai,1000,586,414,23,Weekday,No,2024-07-02,medium
TR1060,Erode,Tirunelveli,1000,492,508,45,Weekday,No,2025-08-05,medium
TR1019,Chennai,Madurai,1200,962,238,41,Weekday,No,2024-12-04,high
TR1042,Coimbatore,Salem,1000,519,481,50,Weekday,No,2024-06-19,medium
TR1019,Chennai,Madurai,1200,844,356,39,Weekend,No,2024-09-01,medium
TR1069,Salem,Erode,800,358,442,30,Weekday,No,2025-01-22,medium
TR1027,Bangalore,Salem,1200,782,418,15,Weekend,No,2025-07-13,medium
TR1004,Tirunelveli,Trichy,1200,1009,191,79,Weekday,No,2025-03-18,high
TR1065,Erode,Madurai,800,566,234,57,Weekday,Yes,2025-11-13,medium
TR1062,Trichy,Tirunelveli,800,420,380,14,Weekday,No,2025-09-26,medium
TR1037,Madurai,Erode,1000,626,374,44,Weekday,No,2025-07-04,medium
TR1059,Trichy,Bangalore,1000,647,353,56,Weekend,No,2025-03-16,medium
TR1020,Coimbatore,Madurai,1200,891,309,13,Weekday,No,2024-07-30,medium
TR1049,Chennai,Hyderabad,1000,681,319,34,Weekday,Yes,2024-10-28,medium
TR1030,Chennai,Tirunelveli,1200,846,354,89,Weekday,No,2024-03-27,medium
TR1070,Madurai,Salem,600,233,367,43,Weekday,No,2024-09-30,low
TR1002,Coimbatore,Trichy,1200,849,351,34,Weekend,No,2025-11-08,medium
TR1041,Coimbatore,Tirunelveli,1000,499,501,6,Weekday,No,2024-11-07,medium
TR1038,Chennai,Trichy,1000,482,518,30,Weekend,No,2024-03-24,medium
TR1036,Erode,Chennai,1000,691,309,38,Weekday,No,2025-04-21,medium
TR1017,Bangalore,Hyderabad,1200,738,462,17,Weekday,Yes,2025-12-04,medium
TR1041,Coimbatore,Tirunelveli,1000,729,271,50,Weekday,No,2025-09-26,medium
TR1047,Erode,Trichy,1000,600,400,31,Weekday,No,2024-07-19,medium
TR1059,Trichy,Bangalore,1000,546,454,27,Weekday,No,2024-11-27,medium
TR1008,Salem,Bangalore,1200,825,375,29,Weekday,No,2025-01-23,medium
TR1002,Coimbatore,Trichy,1200,1080,120,162,Weekend,No,2024-06-30,high
TR1013,Bangalore,Chennai,1200,829,371,59,Weekday,No,2024-07-15,medium
TR1026,Chennai,Erode,1200,736,464,47,Weekend,No,2024-06-22,medium
TR1063,Bangalore,Erode,800,503,297,0,Weekend,No,2025-12-28,medium
TR1010,Hyderabad,Bangalore,1200,940,260,48,Weekend,No,2025-06-29,high
TR1069,Salem,Erode,800,337,463,0,Weekend,No,2025-09-06,medium
TR1003,Coimbatore,Chennai,1200,1044,156,197,Weekday,No,2025-08-19,high
TR1030,Chennai,Tirunelveli,1200,831,369,38,Weekday,No,2025-12-02,medium
TR1025,Chennai,Coimbatore,1200,867,333,34,Weekend,No,2024-03-17,medium
TR1053,Bangalore,Coimbatore,1000,500,500,50,Weekday,No,2025-10-06,medium
TR1023,Hyderabad,Coimbatore,1200,1029,171,141,Weekend,No,2024-02-18,high
TR1033,Madurai,Bangalore,1000,614,386,3,Weekday,No,2024-12-13,medium
TR1021,Tirunelveli,Hyderabad,1200,1018,182,26,Weekday,No,2025-03-10,high
TR1055,Hyderabad,Erode,1000,551,449,48,Weekday,No,2024-09-18,medium
TR1013,Bangalore,Chennai,1200,984,216,41,Weekday,No,2024-04-16,high
TR1014,Salem,Madurai,1200,939,261,67,Weekday,No,2024-05-20,high
TR1031,Madurai,Coimbatore,1200,941,259,108,Weekday,No,2025-08-25,high
TR1061,Bangalore,Madurai,800,374,426,17,Weekday,No,2024-08-20,medium
TR1051,Trichy,Erode,1000,652,348,0,Weekday,No,2024-08-14,medium
TR1018,Erode,Coimbatore,1200,1046,154,55,Weekday,No,2025-11-05,high
TR1003,Coimbatore,Chennai,1200,957,243,110,Weekday,No,2024-04-15,high
TR1045,Salem,Hyderabad,1000,600,400,35,Weekday,No,2025-10-31,medium
TR1071,Coimbatore,Bangalore,600,201,399,19,Weekday,No,2025-11-04,low
TR1043,Trichy,Coimbatore,1000,570,430,4,Weekday,No,2025-03-13,medium
TR1013,Bangalore,Chennai,1200,1071,129,165,Weekday,No,2024-05-01,high
TR1017,Bangalore,Hyderabad,1200,772,428,2,Weekday,No,2024-04-23,medium
TR1021,Tirunelveli,Hyderabad,1200,778,422,5,Weekend,No,2024-07-27,medium
TR1046,Erode,Hyderabad,1000,726,274,75,Weekday,Yes,2025-02-26,medium
TR1001,Hyderabad,Madurai,1200,1080,120,155,Weekday,No,2024-04-22,high
TR1032,Bangalore,Tirunelveli,1000,830,170,72,Weekday,No,2024-11-29,high
TR1001,Hyderabad,Madurai,1200,977,223,110,Weekday,No,2024-03-25,high
TR1055,Hyderabad,Erode,1000,576,424,16,Weekday,No,2025-01-29,medium
TR1004,Tirunelveli,Trichy,1200,919,281,71,Weekday,No,2024-01-16,high
TR1054,Salem,Chennai,1000,577,423,18,Weekday,No,2025-06-02,medium
TR1031,Madurai,Coimbatore,1200,660,540,21,Weekend,No,2024-02-10,medium
TR1036,Erode,Chennai,1000,715,285,26,Weekday,No,2024-05-22,medium
TR1016,Hyderabad,Trichy,1200,899,301,97,Weekday,Yes,2024-05-07,medium
TR1034,Chennai,Bangalore,1000,656,344,42,Weekend,No,2025-08-30,medium
TR1027,Bangalore,Salem,1200,793,407,42,Weekday,No,2024-02-09,medium
TR1001,Hyderabad,Madurai,1200,934,266,25,Weekend,Yes,2024-11-09,high
TR1024,Hyderabad,Salem,1200,900,300,22,Weekend,No,2025-03-08,high
TR1003,Coimbatore,Chennai,1200,870,330,96,Weekend,Yes,2025-01-12,medium
TR1043,Trichy,Coimbatore,1000,638,362,39,Weekday,No,2025-05-12,medium
TR1003,Coimbatore,Chennai,1200,1181,19,45,Weekend,No,2025-08-10,high
TR1025,Chennai,Coimbatore,1200,973,227,83,Weekday,No,2024-10-14,high
TR1012,Tirunelveli,Erode,1200,762,438,58,Weekday,No,2025-08-28,medium
TR1003,Coimbatore,Chennai,1200,931,269,92,Weekday,No,2024-08-20,high
TR1058,Chennai,Salem,1000,600,400,16,Weekend,No,2025-12-20,medium
TR1045,Salem,Hyderabad,1000,592,408,18,Weekday,No,2025-01-03,medium
TR1066,Hyderabad,Chennai,800,287,513,45,Weekend,No,2025-06-22,low
TR1041,Coimbatore,Tirunelveli,1000,660,340,24,Weekday,Yes,2025-10-01,medium
TR1016,Hyderabad,Trichy,1200,867,333,91,Weekend,No,2025-08-02,medium
TR1032,Bangalore,Tirunelveli,1000,814,186,115,Weekend,Yes,2025-09-14,high
TR1055,Hyderabad,Erode,1000,546,454,24,Weekday,No,2025-01-27,medium
TR1009,Trichy,Madurai,1200,1018,182,73,Weekday,No,2024-02-01,high
TR1031,Madurai,Coimbatore,1200,709,491,29,Weekday,No,2024-12-26,medium
TR1065,Erode,Madurai,800,336,464,30,Weekend,No,2024-05-12,medium
TR1025,Chennai,Coimbatore,1200,900,300,18,Weekend,No,2025-10-11,medium
TR1036,Erode,Chennai,1000,747,253,118,Weekend,No,2024-06-22,medium
TR1058,Chennai,Salem,1000,489,511,32,Weekend,Yes,2024-06-15,medium
TR1055,Hyderabad,Erode,1000,568,432,13,Weekday,No,2024-07-01,medium
TR1063,Bangalore,Erode,800,339,461,34,Weekday,No,2025-04-14,medium
TR1008,Salem,Bangalore,1200,889,311,53,Weekday,Yes,2025-02-21,medium
TR1019,Chennai,Madurai,1200,949,251,100,Weekday,Yes,2025-11-24,high
TR1006,Erode,Bangalore,1200,902,298,93,Weekday,No,2024-10-31,high
TR1021,Tirunelveli,Hyderabad,1200,845,355,52,Weekday,No,2024-07-25,medium
TR1030,Chennai,Tirunelveli,1200,722,478,42,Weekday,No,2024-02-06,medium
TR1036,Erode,Chennai,1000,609,391,1,Weekend,No,2024-01-06,medium
TR1024,Hyderabad,Salem,1200,999,201,116,Weekday,No,2024-09-30,high
TR1005,Erode,Salem,1200,989,211,66,Weekday,No,2025-11-07,high
TR1017,Bangalore,Hyderabad,1200,772,428,39,Weekday,No,2025-01-17,medium
TR1002,Coimbatore,Trichy,1200,990,210,80,Weekday,No,2025-10-15,high
TR1010,Hyderabad,Bangalore,1200,753,447,18,Weekday,No,2024-03-15,medium
TR1041,Coimbatore,Tirunelveli,1000,548,452,41,Weekend,No,2024-03-09,medium
TR1003,Coimbatore,Chennai,1200,1113,87,111,Weekday,No,2025-09-01,high
TR1005,Erode,Salem,1200,968,232,84,Weekday,No,2024-03-19,high
TR1013,Bangalore,Chennai,1200,1088,112,56,Weekday,No,2024-02-07,high
TR1056,Salem,Coimbatore,1000,558,442,8,Weekday,No,2024-10-22,medium
TR1024,Hyderabad,Salem,1200,827,373,55,Weekday,No,2025-11-07,medium
TR1001,Hyderabad,Madurai,1200,1082,118,172,Weekend,No,2025-05-18,high
TR1011,Tirunelveli,Bangalore,1200,650,550,7,Weekday,No,2024-03-13,medium
TR1042,Coimbatore,Salem,1000,645,355,12,Weekday,No,2025-09-03,medium
TR1015,Tirunelveli,Salem,1200,864,336,70,Weekday,No,2025-09-08,medium
TR1033,Madurai,Bangalore,1000,779,221,10,Weekday,No,2025-08-08,high
TR1046,Erode,Hyderabad,1000,675,325,24,Weekday,No,2025-10-21,medium
TR1012,Tirunelveli,Erode,1200,797,403,19,Weekday,No,2024-06-24,medium
TR1040,Tirunelveli,Madurai,1000,728,272,24,Weekday,No,2025-12-17,medium
TR1014,Salem,Madurai,1200,843,357,42,Weekday,No,2024-08-22,medium
TR1037,Madurai,Erode,1000,588,412,17,Weekend,No,2025-08-09,medium
TR1072,Trichy,Hyderabad,600,235,365,4,Weekday,No,2025-02-27,low
TR1035,Salem,Tirunelveli,1000,644,356,38,Weekday,No,2025-07-23,medium
TR1016,Hyderabad,Trichy,1200,1016,184,39,Weekday,No,2025-04-03,high
TR1032,Bangalore,Tirunelveli,1000,688,312,1,Weekday,No,2025-04-14,medium
TR1069,Salem,Erode,800,365,435,1,Weekday,No,2025-03-26,medium
TR1069,Salem,Erode,800,409,391,57,Weekday,Yes,2025-07-23,medium
TR1039,Coimbatore,Erode,1000,716,284,23,Weekday,No,2025-06-24,medium
TR1002,Coimbatore,Trichy,1200,1095,105,203,Weekday,No,2024-04-08,high
TR1012,Tirunelveli,Erode,1200,1043,157,69,Weekday,No,2025-08-26,high
TR1001,Hyderabad,Madurai,1200,1078,122,55,Weekend,No,2025-01-26,high
TR1049,Chennai,Hyderabad,1000,579,421,32,Weekend,Yes,2024-08-24,medium
TR1014,Salem,Madurai,1200,987,213,105,Weekday,No,2025-01-10,high
TR1046,Erode,Hyderabad,1000,590,410,4,Weekend,No,2025-12-07,medium
TR1058,Chennai,Salem,1000,568,432,19,Weekday,No,2025-09-18,medium
TR1009,Trichy,Madurai,1200,1072,128,175,Weekday,No,2025-09-01,high
TR1054,Salem,Chennai,1000,696,304,4,Weekday,No,2024-12-04,medium
TR1059,Trichy,Bangalore,1000,565,435,10,Weekend,Yes,2025-07-27,medium
TR1024,Hyderabad,Salem,1200,787,413,18,Weekday,No,2024-10-08,medium
TR1013,Bangalore,Chennai,1200,1047,153,185,Weekday,No,2025-05-16,high
TR1047,Erode,Trichy,1000,661,339,48,Weekend,No,2025-04-12,medium
TR1048,Madurai,Tirunelveli,1000,591,409,42,Weekday,No,2024-07-01,medium
TR1023,Hyderabad,Coimbatore,1200,800,400,39,Weekend,No,2024-07-13,medium
TR1015,Tirunelveli,Salem,1200,900,300,12,Weekday,No,2024-02-14,high
TR1026,Chennai,Erode,1200,828,372,14,Weekday,No,2024-04-12,medium
TR1037,Madurai,Erode,1000,607,393,55,Weekday,No,2024-11-12,medium
TR1054,Salem,Chennai,1000,576,424,43,Weekend,No,2024-12-15,medium
TR1034,Chennai,Bangalore,1000,682,318,14,Weekday,No,2024-04-30,medium
TR1050,Tirunelveli,Chennai,1000,536,464,42,Weekday,No,2024-10-31,medium
TR1025,Chennai,Coimbatore,1200,917,283,89,Weekday,No,2025-03-17,high
TR1020,Coimbatore,Madurai,1200,992,208,91,Weekday,No,2024-06-19,high
TR1059,Trichy,Bangalore,1000,643,357,58,Weekday,No,2024-09-04,medium
TR1014,Salem,Madurai,1200,842,358,69,Weekday,No,2024-09-25,medium
TR1056,Salem,Coimbatore,1000,626,374,3,Weekend,Yes,2025-01-04,medium
TR1019,Chennai,Madurai,1200,876,324,100,Weekday,No,2024-09-24,medium
TR1007,Hyderabad,Tirunelveli,1200,826,374,0,Weekend,No,2025-06-22,medium
TR1052,Salem,Trichy,1000,620,380,38,Weekday,No,2024-08-27,medium
TR1038,Chennai,Trichy,1000,641,359,47,Weekday,No,2024-11-13,medium
